time	I(L1)	I(a)
5.693747282773227e-003	-5.215878e+001	7.499479e-003
5.703747282773231e-003	-5.246868e+001	7.499476e-003
5.713747282773234e-003	-5.277549e+001	7.499473e-003
5.723747282773237e-003	-5.307920e+001	7.499470e-003
5.733747282773240e-003	-5.337981e+001	7.499467e-003
5.743747282773243e-003	-5.376912e+001	7.499463e-003
5.751628824169804e-003	-5.431957e+001	7.499457e-003
5.759717117610225e-003	-5.514167e+001	7.499449e-003
5.771850184095223e-003	-5.648527e+001	7.499436e-003
5.783983250580222e-003	-5.781322e+001	7.499422e-003
5.796116317065220e-003	-5.912553e+001	7.499409e-003
5.808249383550219e-003	-6.042219e+001	7.499396e-003
5.820382450035217e-003	-6.170321e+001	7.499384e-003
5.832515516520216e-003	-6.296858e+001	7.499371e-003
5.844648583005214e-003	-6.421830e+001	7.499359e-003
5.854648583005218e-003	-6.502996e+001	-1.634547e+001
5.864648583005221e-003	-6.521165e+001	-4.888858e+001
5.874648583005224e-003	-6.476965e+001	-6.475464e+001
6.000000000000089e-003	-5.713266e+001	-5.711766e+001
6.135000000000127e-003	-4.991444e+001	-4.989944e+001
6.145000000000130e-003	-4.962475e+001	-3.717328e+001
6.155000000000133e-003	-4.995983e+001	-1.234468e+001
6.165000000000136e-003	-5.091346e+001	7.499491e-003
6.225000000000154e-003	-5.765235e+001	7.499424e-003
6.235000000000157e-003	-5.863303e+001	7.499414e-003
6.245000000000160e-003	-5.929301e+001	7.499408e-003
6.255000000000163e-003	-5.963547e+001	7.499404e-003
6.269285714285882e-003	-5.997088e+001	7.499401e-003
6.283571428571601e-003	-6.030169e+001	7.499397e-003
6.297857142857319e-003	-6.062790e+001	7.499394e-003
6.312142857143038e-003	-6.094951e+001	7.499391e-003
6.326428571428756e-003	-6.126653e+001	7.499388e-003
6.340714285714475e-003	-6.157895e+001	7.499385e-003
6.355000000000194e-003	-6.188678e+001	7.499382e-003
6.365000000000197e-003	-6.199612e+001	7.499381e-003
6.375000000000200e-003	-6.179447e+001	7.499382e-003
6.384797533217426e-003	-6.129419e+001	7.499387e-003
6.500000000000089e-003	-5.461892e+001	7.499455e-003
6.615000000000121e-003	-4.868293e+001	7.499514e-003
6.625000000000124e-003	-4.829190e+001	7.499518e-003
6.633269131584178e-003	-4.822968e+001	7.499518e-003
6.641702142438179e-003	-4.843775e+001	7.499516e-003
6.654878095714981e-003	-4.889392e+001	7.499512e-003
6.664878095714984e-003	-4.923603e+001	7.499508e-003
6.674878095714987e-003	-4.957498e+001	7.499505e-003
6.684878095714990e-003	-4.991055e+001	7.499502e-003
6.694878095714993e-003	-5.024278e+001	7.499498e-003
6.714878095714999e-003	-5.089736e+001	7.499492e-003
6.744878095715008e-003	-5.185498e+001	7.499482e-003
6.764878095715014e-003	-5.247761e+001	7.499476e-003
6.774878095715017e-003	-5.287844e+001	7.499472e-003
6.783166915837295e-003	-5.346642e+001	7.499466e-003
6.791617421001948e-003	-5.433225e+001	7.499457e-003
6.826052152181794e-003	-5.813220e+001	7.499419e-003
6.836052152181797e-003	-5.903596e+001	-1.706075e+001
6.843448307547420e-003	-5.923536e+001	-4.415963e+001
6.851107907109098e-003	-5.893902e+001	-5.892402e+001
6.872378206093525e-003	-5.769966e+001	-5.768466e+001
6.893648505077953e-003	-5.648490e+001	-5.646989e+001
6.914918804062380e-003	-5.529472e+001	-5.527971e+001
6.936189103046808e-003	-5.412913e+001	-5.411412e+001
6.957459402031235e-003	-5.298812e+001	-5.297312e+001
6.978729701015663e-003	-5.187171e+001	-5.185671e+001
7.000000000000090e-003	-5.077989e+001	-5.076488e+001
7.022142857142953e-003	-4.966892e+001	-4.965392e+001
7.044285714285816e-003	-4.858091e+001	-4.856591e+001
7.066428571428680e-003	-4.751586e+001	-4.750086e+001
7.088571428571543e-003	-4.647377e+001	-4.645877e+001
7.110714285714407e-003	-4.545463e+001	-4.543963e+001
7.132857142857270e-003	-4.445845e+001	-4.444345e+001
7.155000000000134e-003	-4.348523e+001	-4.347023e+001
7.165000000000137e-003	-4.320691e+001	-2.962964e+001
7.170957056690144e-003	-4.341808e+001	-1.114443e+001
7.177363356309391e-003	-4.407732e+001	7.499560e-003
7.185165165331700e-003	-4.502908e+001	7.499550e-003
7.194492701334196e-003	-4.615660e+001	7.499539e-003
7.204492701334199e-003	-4.735730e+001	7.499527e-003
7.207440197328184e-003	-4.768233e+001	7.499524e-003
7.209713164148437e-003	-4.785964e+001	7.499522e-003
7.212238699141442e-003	-4.797395e+001	7.499521e-003
7.219157549802562e-003	-4.821730e+001	7.499518e-003
7.226798136513446e-003	-4.848392e+001	7.499516e-003
7.236798136513449e-003	-4.883016e+001	7.499512e-003
7.256798136513455e-003	-4.951273e+001	7.499505e-003
7.286798136513464e-003	-5.051130e+001	7.499496e-003
7.296798136513467e-003	-5.083747e+001	7.499492e-003
7.306798136513470e-003	-5.116047e+001	7.499489e-003
7.316798136513474e-003	-5.148031e+001	7.499486e-003
7.326798136513477e-003	-5.179697e+001	7.499483e-003
7.336798136513480e-003	-5.211047e+001	7.499480e-003
7.346798136513483e-003	-5.242080e+001	7.499476e-003
7.356798136513486e-003	-5.272796e+001	7.499473e-003
7.366798136513489e-003	-5.292849e+001	7.499471e-003
7.376798136513492e-003	-5.281608e+001	7.499472e-003
